timestamp,is_weekend,is_holiday,season,year,month,day,hour,weather_code,t2,hum,wind_speed,cnt
2015-01-04 00:00:00,1.0,0.0,3.0,2015.0,1.0,4.0,0.0,3.0,2.0,93.0,6.0,182.0
2015-01-04 01:00:00,1.0,0.0,3.0,2015.0,1.0,4.0,1.0,1.0,2.5,93.0,5.0,138.0
2015-01-04 02:00:00,1.0,0.0,3.0,2015.0,1.0,4.0,2.0,1.0,2.5,96.5,0.0,134.0
2015-01-04 03:00:00,1.0,0.0,3.0,2015.0,1.0,4.0,3.0,1.0,2.0,100.0,0.0,72.0
2015-01-04 04:00:00,1.0,0.0,3.0,2015.0,1.0,4.0,4.0,1.0,0.0,93.0,6.5,47.0
2015-01-04 05:00:00,1.0,0.0,3.0,2015.0,1.0,4.0,5.0,1.0,2.0,93.0,4.0,46.0
2015-01-04 06:00:00,1.0,0.0,3.0,2015.0,1.0,4.0,6.0,4.0,-1.0,100.0,7.0,51.0
2015-01-04 07:00:00,1.0,0.0,3.0,2015.0,1.0,4.0,7.0,4.0,-1.0,100.0,7.0,75.0
2015-01-04 08:00:00,1.0,0.0,3.0,2015.0,1.0,4.0,8.0,4.0,-1.0,96.5,8.0,131.0
2015-01-04 09:00:00,1.0,0.0,3.0,2015.0,1.0,4.0,9.0,3.0,-0.5,100.0,9.0,301.0
2015-01-04 10:00:00,1.0,0.0,3.0,2015.0,1.0,4.0,10.0,3.0,-0.5,93.0,12.0,528.0
2015-01-04 11:00:00,1.0,0.0,3.0,2015.0,1.0,4.0,11.0,3.0,-1.5,100.0,12.0,727.0
2015-01-04 12:00:00,1.0,0.0,3.0,2015.0,1.0,4.0,12.0,4.0,-1.5,96.5,13.0,862.0
2015-01-04 13:00:00,1.0,0.0,3.0,2015.0,1.0,4.0,13.0,3.0,-0.5,87.0,15.0,916.0
2015-01-04 14:00:00,1.0,0.0,3.0,2015.0,1.0,4.0,14.0,3.0,0.0,90.0,8.0,1039.0
2015-01-04 15:00:00,1.0,0.0,3.0,2015.0,1.0,4.0,15.0,3.0,-1.5,93.0,11.0,869.0
2015-01-04 16:00:00,1.0,0.0,3.0,2015.0,1.0,4.0,16.0,3.0,0.0,93.0,12.0,737.0
2015-01-04 17:00:00,1.0,0.0,3.0,2015.0,1.0,4.0,17.0,3.0,0.0,93.0,11.0,594.0
2015-01-04 18:00:00,1.0,0.0,3.0,2015.0,1.0,4.0,18.0,3.0,1.5,93.0,6.5,522.0
2015-01-04 19:00:00,1.0,0.0,3.0,2015.0,1.0,4.0,19.0,3.0,1.0,93.0,7.0,379.0
2015-01-04 20:00:00,1.0,0.0,3.0,2015.0,1.0,4.0,20.0,3.0,3.0,93.0,4.0,328.0
2015-01-04 21:00:00,1.0,0.0,3.0,2015.0,1.0,4.0,21.0,4.0,2.5,93.0,5.0,221.0
2015-01-04 22:00:00,1.0,0.0,3.0,2015.0,1.0,4.0,22.0,4.0,2.0,93.0,6.0,178.0
2015-01-04 23:00:00,1.0,0.0,3.0,2015.0,1.0,4.0,23.0,4.0,3.5,87.0,5.0,157.0
2015-01-05 00:00:00,0.0,0.0,3.0,2015.0,1.0,5.0,0.0,4.0,3.0,93.0,6.0,83.0
2015-01-05 01:00:00,0.0,0.0,3.0,2015.0,1.0,5.0,1.0,4.0,3.5,93.0,5.0,67.0
2015-01-05 02:00:00,0.0,0.0,3.0,2015.0,1.0,5.0,2.0,4.0,4.0,87.0,6.0,32.0
2015-01-05 03:00:00,0.0,0.0,3.0,2015.0,1.0,5.0,3.0,4.0,4.5,84.0,7.5,22.0
2015-01-05 04:00:00,0.0,0.0,3.0,2015.0,1.0,5.0,4.0,4.0,5.0,84.0,8.0,38.0
2015-01-05 05:00:00,0.0,0.0,3.0,2015.0,1.0,5.0,5.0,4.0,5.5,87.0,5.0,81.0
2015-01-05 06:00:00,0.0,0.0,3.0,2015.0,1.0,5.0,6.0,3.0,6.5,81.0,5.0,444.0
2015-01-05 07:00:00,0.0,0.0,3.0,2015.0,1.0,5.0,7.0,3.0,6.0,81.0,6.5,1597.0
2015-01-05 08:00:00,0.0,0.0,3.0,2015.0,1.0,5.0,8.0,3.0,7.5,79.0,5.0,3161.0
2015-01-05 09:00:00,0.0,0.0,3.0,2015.0,1.0,5.0,9.0,3.0,7.0,82.0,6.0,1342.0
2015-01-05 10:00:00,0.0,0.0,3.0,2015.0,1.0,5.0,10.0,3.0,8.0,84.5,6.5,568.0
2015-01-05 11:00:00,0.0,0.0,3.0,2015.0,1.0,5.0,11.0,3.0,7.5,90.5,10.0,584.0
2015-01-05 12:00:00,0.0,0.0,3.0,2015.0,1.0,5.0,12.0,3.0,8.0,85.0,11.0,762.0
2015-01-05 13:00:00,0.0,0.0,3.0,2015.0,1.0,5.0,13.0,3.0,8.5,82.0,10.0,873.0
2015-01-05 14:00:00,0.0,0.0,3.0,2015.0,1.0,5.0,14.0,3.0,9.0,82.0,9.0,672.0
2015-01-05 15:00:00,0.0,0.0,3.0,2015.0,1.0,5.0,15.0,3.0,8.5,79.0,10.0,807.0
2015-01-05 16:00:00,0.0,0.0,3.0,2015.0,1.0,5.0,16.0,3.0,8.5,73.5,13.0,1192.0
2015-01-05 17:00:00,0.0,0.0,3.0,2015.0,1.0,5.0,17.0,3.0,7.5,73.5,12.0,2761.0
2015-01-05 18:00:00,0.0,0.0,3.0,2015.0,1.0,5.0,18.0,3.0,7.5,69.0,14.0,2389.0
2015-01-05 19:00:00,0.0,0.0,3.0,2015.0,1.0,5.0,19.0,3.0,6.5,71.0,14.0,1274.0
2015-01-05 20:00:00,0.0,0.0,3.0,2015.0,1.0,5.0,20.0,3.0,7.0,71.0,14.0,696.0
2015-01-05 21:00:00,0.0,0.0,3.0,2015.0,1.0,5.0,21.0,3.0,7.0,71.0,11.0,411.0
2015-01-05 22:00:00,0.0,0.0,3.0,2015.0,1.0,5.0,22.0,4.0,7.5,71.0,10.0,324.0
2015-01-05 23:00:00,0.0,0.0,3.0,2015.0,1.0,5.0,23.0,4.0,7.5,73.5,8.0,192.0
2015-01-06 00:00:00,0.0,0.0,3.0,2015.0,1.0,6.0,0.0,4.0,6.5,76.0,8.0,91.0
2015-01-06 01:00:00,0.0,0.0,3.0,2015.0,1.0,6.0,1.0,4.0,6.5,76.0,8.0,73.0
2015-01-06 02:00:00,0.0,0.0,3.0,2015.0,1.0,6.0,2.0,4.0,6.0,76.0,11.0,33.0
2015-01-06 03:00:00,0.0,0.0,3.0,2015.0,1.0,6.0,3.0,4.0,5.5,76.0,14.0,19.0
2015-01-06 04:00:00,0.0,0.0,3.0,2015.0,1.0,6.0,4.0,4.0,6.5,73.5,11.0,40.0
2015-01-06 05:00:00,0.0,0.0,3.0,2015.0,1.0,6.0,5.0,4.0,5.5,82.0,14.0,74.0
2015-01-06 06:00:00,0.0,0.0,3.0,2015.0,1.0,6.0,6.0,3.0,5.0,84.5,15.0,530.0
2015-01-06 07:00:00,0.0,0.0,3.0,2015.0,1.0,6.0,7.0,3.0,7.0,82.0,13.0,1715.0
2015-01-06 08:00:00,0.0,0.0,3.0,2015.0,1.0,6.0,8.0,6.0,7.0,82.0,12.0,3534.0
2015-01-06 09:00:00,0.0,0.0,3.0,2015.0,1.0,6.0,9.0,6.0,6.5,87.0,16.0,1573.0
2015-01-06 10:00:00,0.0,0.0,3.0,2015.0,1.0,6.0,10.0,3.0,7.5,88.0,19.5,635.0
2015-01-06 11:00:00,0.0,0.0,3.0,2015.0,1.0,6.0,11.0,3.0,8.0,88.0,18.0,550.0
2015-01-06 12:00:00,0.0,0.0,3.0,2015.0,1.0,6.0,12.0,6.0,11.0,85.0,19.0,395.0
2015-01-06 13:00:00,0.0,0.0,3.0,2015.0,1.0,6.0,13.0,3.0,6.0,84.5,27.5,426.0
2015-01-06 14:00:00,0.0,0.0,3.0,2015.0,1.0,6.0,14.0,3.0,6.0,71.0,26.0,579.0
2015-01-06 15:00:00,0.0,0.0,3.0,2015.0,1.0,6.0,15.0,2.0,4.5,71.0,23.0,718.0
2015-01-06 16:00:00,0.0,0.0,3.0,2015.0,1.0,6.0,16.0,2.0,5.0,68.5,19.5,1184.0
2015-01-06 17:00:00,0.0,0.0,3.0,2015.0,1.0,6.0,17.0,1.0,4.0,71.0,22.0,2662.0
2015-01-06 18:00:00,0.0,0.0,3.0,2015.0,1.0,6.0,18.0,1.0,4.0,71.0,17.5,2610.0
2015-01-06 19:00:00,0.0,0.0,3.0,2015.0,1.0,6.0,19.0,1.0,3.0,76.0,15.0,1402.0
2015-01-06 20:00:00,0.0,0.0,3.0,2015.0,1.0,6.0,20.0,1.0,2.5,78.5,15.0,720.0
2015-01-06 21:00:00,0.0,0.0,3.0,2015.0,1.0,6.0,21.0,1.0,2.0,81.0,15.0,494.0
2015-01-06 22:00:00,0.0,0.0,3.0,2015.0,1.0,6.0,22.0,1.0,1.5,81.0,13.0,344.0
2015-01-06 23:00:00,0.0,0.0,3.0,2015.0,1.0,6.0,23.0,1.0,1.0,84.0,12.0,212.0
2015-01-07 00:00:00,0.0,0.0,3.0,2015.0,1.0,7.0,0.0,1.0,1.0,81.0,12.0,102.0
2015-01-07 01:00:00,0.0,0.0,3.0,2015.0,1.0,7.0,1.0,1.0,1.0,81.0,11.0,60.0
2015-01-07 02:00:00,0.0,0.0,3.0,2015.0,1.0,7.0,2.0,1.0,1.5,81.0,10.0,33.0
2015-01-07 03:00:00,0.0,0.0,3.0,2015.0,1.0,7.0,3.0,2.0,1.0,84.0,9.0,26.0
2015-01-07 04:00:00,0.0,0.0,3.0,2015.0,1.0,7.0,4.0,2.0,1.5,81.0,10.0,33.0
